openalex_id,doi,publication_year,journal_short,title,n_authors,n_female,n_male,n_undetermined,n_determined,share_female_of_determined,any_female,first_author_gender,last_author_gender,all_undetermined
https://openalex.org/W4226353405,10.1257/aer.20191178,2021,AER,"Consumption Response to Credit Expansions: Evidence from Experimental Assignment of 45,307 Credit Lines",1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4307292943,10.1257/aer.20200961,2022,AER,Job Search and Hiring with Limited Information about Workseekers’ Skills,4,2,2,0,4,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4406965573,10.1257/aer.20211455,2025,AER,Regulating Conglomerates: Evidence from an Energy Conservation Program in China,5,0,2,3,2,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,The Challenges of Universal Health Insurance in Developing Countries: Experimental Evidence from Indonesia’s National Health Insurance,6,3,1,2,4,0.7500,TRUE,undetermined,undetermined,FALSE
https://openalex.org/W3174918233,10.1257/aer.20191972,2021,AER,"Recruitment, Effort, and Retention Effects of Performance Contracts for Civil Servants: Experimental Evidence from Rwandan Primary Schools",4,1,3,0,4,0.2500,TRUE,female,male,FALSE
https://openalex.org/W4402923709,10.1257/aer.20230016,2024,AER,The Social Costs of Keystone Species Collapse: Evidence from the Decline of Vultures in India,2,0,1,1,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W3201800472,10.1257/aer.20201062,2021,AER,Jobs for Sale: Corruption and Misallocation in Hiring,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,The Impacts of a Multifaceted Prenatal Intervention on Human Capital Accumulation in Early Life,6,3,3,0,6,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4281624977,10.1257/aer.20201540,2022,AER,Spreading Gangs: Exporting US Criminal Capital to El Salvador,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4281753073,10.1257/aer.20181811,2022,AER,Aggregating Distributional Treatment Effects: A Bayesian Hierarchical Analysis of the Microcredit Literature,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4396512506,10.1257/aer.20220717,2024,AER,Resisting Social Pressure in the Household Using Mobile Money: Experimental Evidence on Microenterprise Investment in Uganda,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4283360615,10.1257/aer.20201661,2022,AER,"Fictional Money, Real Costs: Impacts of Financial Salience on Disadvantaged Students",1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4295883415,10.1257/aer.20210059,2022,AER,Factor Market Failures and the Adoption of Irrigation in Rwanda,4,2,2,0,4,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4403893140,10.1257/aer.20201952,2024,AER,Financial Technology Adoption: Network Externalities of Cashless Payments in Mexico,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3151426590,10.1257/aer.20181662,2023,AER,Mobility and Congestion in Urban India,4,0,3,1,3,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W3124710478,10.1257/aer.20201157,2022,AER,The Human Side of Structural Transformation,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4385367935,10.1257/aer.20211826,2023,AER,Does Identity Affect Labor Supply?,1,0,0,1,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W4405889121,10.1257/aer.20191943,2024,AER,In Harm's Way? Infrastructure Investments and the Persistence of Coastal Cities,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4307731535,10.1257/aer.20211616,2022,AER,The Psychosocial Value of Employment: Evidence from a Refugee Camp,4,2,1,1,3,0.6667,TRUE,undetermined,female,FALSE
https://openalex.org/W4387096976,10.1257/aer.20201919,2023,AER,The Economic Origins of Government,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4200215044,10.1257/aer.20201385,2021,AER,Labor Rationing,3,2,0,1,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4288074146,10.1257/aer.20210122,2022,AER,Market Access and Quality Upgrading: Evidence from Four Field Experiments,4,2,1,1,3,0.6667,TRUE,female,male,FALSE
https://openalex.org/W4322627449,10.1257/aer.20211207,2023,AER,"Subjective Performance Evaluation, Influence Activities, and Bureaucratic Work Behavior: Evidence from China",5,0,1,4,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4234052562,10.1257/aer.20200412,2021,AER,Security Transitions,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2995912196,10.1257/aer.20191852,2021,AER,The Relative Efficiency of Skilled Labor across Countries: Measurement and Interpretation,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3186756403,10.1257/aer.20220720,2023,AER,A Signal to End Child Marriage: Theory and Experimental Evidence from Bangladesh,5,3,0,2,3,1.0000,TRUE,female,undetermined,FALSE
https://openalex.org/W3144103139,10.1257/aer.20200596,2024,AER,Misallocation under Trade Liberalization,3,0,2,1,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4390363263,10.1257/aer.20210687,2023,AER,The Economic Impact of Depression Treatment in India: Evidence from Community-Based Provision of Pharmacotherapy,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4411811828,10.1257/aer.20231247,2025,AER,Mission Motivation and Public Sector Performance: Experimental Evidence from Pakistan,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2968554373,10.1257/aer.20200125,2021,AER,An Experiment in Candidate Selection,3,1,1,1,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4402924215,10.1257/aer.20220212,2024,AER,Efficiency and Equity Impacts of Urban Transportation Policies with Equilibrium Sorting,5,0,1,4,1,0.0000,FALSE,undetermined,undetermined,FALSE
https://openalex.org/W4322619280,10.1257/aer.20210701,2023,AER,When a Doctor Falls from the Sky: The Impact of Easing Doctor Supply Constraints on Mortality,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3120406790,10.1257/aer.20230133,2024,AER,A Technology-Gap Model of ‘Premature’ Deindustrialization,2,0,1,1,1,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4391333227,10.1257/aer.20210169,2024,AER,Asset-Based Microfinance for Microenterprises: Evidence from Pakistan,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3190378268,10.1257/aer.20230521,2024,AER,Women Left Behind: Gender Disparities in Utilization of Government Health Insurance in India,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4408028022,10.1257/aer.20221722,2025,AER,Internationalizing Like China,4,1,2,1,3,0.3333,TRUE,undetermined,male,FALSE
https://openalex.org/W4409035886,10.1257/aer.20231087,2025,AER,Cultural Distance and Ethnic Civil Conflict,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4403893207,10.1257/aer.20221712,2024,AER,Polity Size and Local Government Performance: Evidence from India,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4403893415,10.1257/aer.20220110,2024,AER,The Dynamic Consequences of State Building: Evidence from the French Revolution,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4404760698,10.1257/aer.20220908,2024,AER,The Real State: Inside the Congo’s Traffic Police Agency,5,0,4,1,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4410897393,10.1257/aer.20221650,2025,AER,Targeting Impact versus Deprivation,5,0,5,0,5,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3135814050,10.1257/aer.20190586,2021,AER,The Selection of Talent: Experimental and Structural Evidence from Ethiopia,3,0,2,1,2,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W2929932278,10.1257/aer.20190098,2021,AER,Can Policy Change Culture? Government Pension Plans and Traditional Kinship Practices,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4307561081,10.1257/aer.20201892,2022,AER,Persistent Polarizing Effects of Persuasion: Experimental Evidence from Turkey,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4298012902,10.1257/aer.20211094,2022,AER,Religious Festivals and Economic Development: Evidence from the Timing of Mexican Saint Day Festivals,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4402923768,10.1257/aer.20230248,2024,AER,The Price of Power: Costs of Political Corruption in Indian Electricity,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3122645729,10.1257/aer.20231107,2023,AER,The Gender Pay Gap: Micro Sources and Macro Consequences,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4367321476,10.1257/aer.20201332,2023,AER,Social Exclusion and Social Preferences: Evidence from Colombia’s Leper Colony,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4323366278,10.1257/aer.20210461,2023,AER,Electronic Food Vouchers: Evidence from an At-Scale Experiment in Indonesia,5,1,2,2,3,0.3333,TRUE,undetermined,undetermined,FALSE
https://openalex.org/W3215024110,10.1257/aer.20220471,2024,AER,Urban Public Works in Spatial Equilibrium: Experimental Evidence from Ethiopia,4,1,2,1,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4288074152,10.1257/aer.20210778,2022,AER,All Eyes on Them: A Field Experiment on Citizen Oversight and Electoral Integrity,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4388104620,10.1257/aer.20220316,2023,AER,Measuring Upward Mobility,2,1,0,1,1,1.0000,TRUE,undetermined,female,FALSE
https://openalex.org/W4386267294,10.1257/aer.20211879,2023,AER,Worth Your Weight: Experimental Evidence on the Benefits of Obesity in Low-Income Countries,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4393294504,10.1257/aer.20230084,2024,AER,Nurturing Childhood Curiosity to Enhance Learning: Evidence from a Randomized Pedagogical Intervention,2,1,0,1,1,1.0000,TRUE,female,undetermined,FALSE
https://openalex.org/W4401996823,10.1257/aer.20230425,2024,AER,Arbitraging Covered Interest rate Parity Deviations and Bank Lending,1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4404760684,10.1257/aer.20161864,2024,AER,Curbing Leakage in Public Programs: Evidence from India’s Direct Benefit Transfer Policy,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4393294517,10.1257/aer.20220249,2024,AER,The Political Development Cycle: The Right and the Left in People’s Republic of China from 1953,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4402924206,10.1257/aer.20210987,2024,AER,Monitoring in Small Firms: Experimental Evidence from Kenyan Public Transit,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W3194691293,10.1257/aer.20201931,2023,AER,The Micro Anatomy of Macro Consumption Adjustments,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4392296112,10.1257/aer.20211547,2024,AER,The Economics of the Public Option: Evidence from Local Pharmaceutical Markets,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4408054573,10.1257/aer.20221234,2025,AER,Land Rental Markets: Experimental Evidence from Kenya,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4409035875,10.1257/aer.20200704,2025,AER,Trade Shocks and Credit Reallocation,3,1,2,0,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W3123506444,10.1257/aer.20211792,2024,AER,The Global Financial Resource Curse,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3186531035,10.1257/aer.20230585,2024,AER,Financial Access and Labor Market Outcomes: Evidence from Credit Lotteries,4,1,3,0,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W4401996807,10.1257/aer.20220616,2024,AER,Big Loans to Small Businesses: Predicting Winners and Losers in an Entrepreneurial Lending Experiment,3,0,2,1,2,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4401996833,10.1257/aer.20220822,2024,AER,In-Kind Transfers as Insurance,4,2,1,1,3,0.6667,TRUE,female,undetermined,FALSE
https://openalex.org/W4401997160,10.1257/aer.20211856,2024,AER,Age Set versus Kin: Culture and Financial Ties in east Africa,2,1,1,0,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4411811698,10.1257/aer.20230458,2025,AER,A Stepping Stone Approach to Norm Transitions,6,1,3,2,4,0.2500,TRUE,male,undetermined,FALSE
https://openalex.org/W4408054547,10.1257/aer.20220528,2025,AER,Corruption as a Local Advantage: Evidence from the Indigenization of Nigerian Oil,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4412789100,10.1257/aer.20241305,2025,AER,The Negligible Effect of Free Contraception on Fertility: Experimental Evidence from Burkina Faso,4,4,0,0,4,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4415699610,10.1257/aer.20221501,2025,AER,"Quid Pro Quo, Knowledge Spillovers, and Industrial Quality Upgrading: Evidence from the Chinese Auto Industry",4,0,0,4,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W4406965553,10.1257/aer.20240374,2025,AER,Empowering Adolescents to Transform Schools: Lessons from a Behavioral Targeting,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4415699637,10.1257/aer.20240615,2025,AER,Managers and Public Hospital Performance,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3145661109,10.1257/aer.20200042,2025,AER,Across-Country Wage Compression in Multinationals,3,1,1,1,2,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4414662257,10.1257/aer.20231286,2025,AER,Diffusion of Reproductive Health Behavior through International Migration: Effects on Origin-Country Fertility,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3176337170,10.1257/aer.20191657,2021,AER,Pay Me Later: Savings Constraints and the Demand for Deferred Payments,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3142909945,10.1257/aer.20210140,2022,AER,Did US Politicians Expect the China Shock?,3,1,1,1,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4390363262,10.1257/aer.20220892,2023,AER,Propagation and Insurance in Village Networks,4,1,2,1,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4401126511,10.1257/aer.20220711,2024,AER,Indirect Effects of Access to Finance,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4401997094,10.1257/aer.20220296,2024,AER,Investing in the Next Generation: The Long-Run Impacts of a Liquidity Shock,5,4,1,0,5,0.8000,TRUE,male,female,FALSE
https://openalex.org/W4405889229,10.1257/aer.20221422,2024,AER,Heterogeneity in School Value Added and the Private Premium,4,1,2,1,3,0.3333,TRUE,male,male,FALSE
https://openalex.org/W4406973626,10.1257/aer.20230393,2025,AER,The Good Wife? Reputation Dynamics and Financial Decision-Making inside the Household,3,3,0,0,3,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4410897158,10.1257/aer.20230758,2025,AER,Leaders in Social Movements: Evidence from Unions in Myanmar,4,3,1,0,4,0.7500,TRUE,female,female,FALSE
https://openalex.org/W4413791031,10.1257/aer.20230490,2025,AER,"Labor Market Power, Self-Employment, and Development",3,2,1,0,3,0.6667,TRUE,male,female,FALSE
https://openalex.org/W4293252533,10.1257/aer.20190896,2022,AER,Using the Retail Distribution of Sellers to Impute Expenditure Shares,3,1,1,1,2,0.5000,TRUE,female,undetermined,FALSE
https://openalex.org/W4414626419,10.1257/aer.20240151,2025,AER,Politics at Work,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4413790790,10.1257/aer.20240119,2025,AER,Drivers of Change: Employment Responses to the Lifting of the Saudi Female Driving Ban,4,3,0,1,3,1.0000,TRUE,undetermined,female,FALSE
https://openalex.org/W3164510034,10.1257/aer.20181830,2021,AER,Heterogeneous Global Booms and Busts,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W3122153890,10.1257/aer.20190565,2022,AER,Vulnerability and Clientelism,4,0,4,0,4,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3123175793,10.1257/aer.20200187,2023,AER,"Information, Mobile Communication, and Referral Effects",4,1,0,3,1,1.0000,TRUE,undetermined,undetermined,FALSE
https://openalex.org/W3191193480,10.1257/aer.20191528,2021,AER,Employment Structure and the Rise of the Modern Tax System,1,0,1,0,1,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4411811818,10.1257/aer.20230947,2025,AER,Effects of Enhanced Legal Aid in Child Welfare: Evidence from a Randomized Trial of Mi Abogado,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4412789288,10.1257/aer.20231356,2025,AER,Underbidding for Oil and Gas Tracts,3,0,2,1,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W4415699634,10.1257/aer.20180798,2025,AER,Just a Few Seeds More: The Value of Network Data for Diffusion,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W2970889537,10.1257/aeri.20190382,2021,AERI,Connecting the Countryside via E-Commerce: Evidence from China,4,0,2,2,2,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W3138555112,10.1257/aeri.20200373,2022,AERI,Can Technology Solve the Principal-Agent Problem? Evidence from China’s War on Air Pollution,4,0,1,3,1,0.0000,FALSE,male,undetermined,FALSE
https://openalex.org/W3168965481,10.1257/aeri.20200319,2021,AERI,Enforcing Wealth Taxes in the Developing World: Quasi-Experimental Evidence from Colombia,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4399216638,10.1257/aeri.20230094,2024,AERI,The US-China Trade War and Global Reallocations,5,2,3,0,5,0.4000,TRUE,male,female,FALSE
https://openalex.org/W4205635601,10.1257/aeri.20200667,2021,AERI,Long-Term Effects of the Targeting the Ultra Poor Program,3,2,0,1,2,1.0000,TRUE,undetermined,female,FALSE
https://openalex.org/W4293761888,10.1257/aeri.20210201,2022,AERI,North-South Displacement Effects of Environmental Regulation: The Case of Battery Recycling,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4379932724,10.1257/aeri.20220144,2023,AERI,National and Global Impacts of Genetically Modified Crops,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4408019360,10.1257/aeri.20230431,2025,AERI,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,4,3,0,1,3,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4392263537,10.1257/aeri.20230069,2024,AERI,Cash and Conflict: Large-Scale Experimental Evidence from Niger,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4310399232,10.1257/aeri.20210612,2022,AERI,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,5,1,3,1,4,0.2500,TRUE,male,male,FALSE
https://openalex.org/W3023852789,10.1257/aeri.20190547,2021,AERI,"Job Loss, Credit, and Crime in Colombia",5,0,3,2,3,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4389615087,10.1257/aeri.20220427,2023,AERI,Cognitive Behavioral Therapy Reduces Crime and Violence over Ten Years: Experimental Evidence,4,1,3,0,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W4322507198,10.1257/aeri.20210466,2023,AERI,"Proximity to the Frontier, Markups, and the Response of Innovation to Foreign Competition: Evidence from Matched Production-Innovation Surveys in Chile",3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4389615269,10.1257/aeri.20220566,2023,AERI,Hiring Frictions and the Promise of Online Job Portals: Evidence from India,3,0,1,2,1,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4386325698,10.1257/aeri.20220303,2023,AERI,A Minimalist Model for the Ruble during the Russian Invasion of Ukraine,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4389615084,10.1257/aeri.20220321,2023,AERI,Ghosting the Tax Authority: Fake Firms and Tax Fraud in Ecuador,4,2,2,0,4,0.5000,TRUE,male,female,FALSE
https://openalex.org/W4410860142,10.1257/aeri.20230564,2025,AERI,Labor Market Power and Development,3,0,2,1,2,0.0000,FALSE,undetermined,male,FALSE
https://openalex.org/W4389626342,10.1257/aeri.20220159,2023,AERI,Detecting Mother-Father Differences in Spending on Children: A New Approach Using Willingness-to-Pay Elicitation,2,2,0,0,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W3209224140,10.1257/aeri.20230594,2025,AERI,Promotions and Productivity: The Role of Meritocracy and Pay Progression in the Public Sector,3,1,2,0,3,0.3333,TRUE,female,male,FALSE
https://openalex.org/W4322507128,10.1257/aeri.20210604,2023,AERI,Intergenerational Persistence in Child Mortality,2,1,1,0,2,0.5000,TRUE,female,male,FALSE
https://openalex.org/W4214555198,10.1257/aeri.20200723,2022,AERI,Gotta Have Money to Make Money? Bargaining Behavior and Financial Need of Microentrepreneurs,3,3,0,0,3,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4386325739,10.1257/aeri.20220285,2023,AERI,"Finance, Managerial Inputs, and Misallocation",3,0,0,3,0,,FALSE,undetermined,undetermined,TRUE
https://openalex.org/W4392263547,10.1257/aeri.20220696,2024,AERI,Can Financial Incentives to Firms Improve Apprenticeship Training? Experimental Evidence from Ghana,5,3,2,0,5,0.6000,TRUE,male,female,FALSE
https://openalex.org/W4392263529,10.1257/aeri.20230008,2024,AERI,The Marginal Disutility from Corruption in Social Programs: Evidence from Program Administrators and Beneficiaries,3,1,1,1,2,0.5000,TRUE,undetermined,male,FALSE
https://openalex.org/W4399215299,10.1257/aeri.20230156,2024,AERI,The Fading Treatment Effects of a Multifaceted Asset-Transfer Program in Ethiopia,4,1,3,0,4,0.2500,TRUE,male,female,FALSE
https://openalex.org/W4413745331,10.1257/aeri.20240210,2025,AERI,Consumer-Financed Fiscal Stimulus: Evidence from Digital Coupons in China,4,1,1,2,2,0.5000,TRUE,undetermined,male,FALSE
https://openalex.org/W3187891477,10.1257/aeri.20210739,2021,AERI,Reputation and Partial Default,2,0,2,0,2,0.0000,FALSE,male,male,FALSE
https://openalex.org/W3198076696,10.1257/aeri.20220550,2023,AERI,Dishonesty and Public Employment,3,0,3,0,3,0.0000,FALSE,male,male,FALSE
https://openalex.org/W4408019376,10.1257/aeri.20240058,2025,AERI,Surviving Bad News: Health Information without Treatment Options,4,1,2,1,3,0.3333,TRUE,male,female,FALSE
https://openalex.org/W4408019652,10.1257/aeri.20230657,2025,AERI,Does Turnover Inhibit Specialization? Evidence from a Skill Survey in Peru,3,2,0,1,2,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4413745369,10.1257/aeri.20240155,2025,AERI,"Exogenous Exits, Market Structure, and Equilibrium Contracts in Health Care",1,1,0,0,1,1.0000,TRUE,female,female,FALSE
https://openalex.org/W4416630521,10.1257/aeri.20240581,2025,AERI,Long-Term and Lasting Impacts of Personal Initiative Training on Entrepreneurial Success,6,2,4,0,6,0.3333,TRUE,male,female,FALSE
https://openalex.org/W3147447510,10.1257/app.20170789,2021,AEJ_Applied,The Power of Social Pensions: Evidence from China's New Rural Pension Scheme,2,0,0,2,0,,FALSE,undetermined,undetermined,TRUE
